link,name,price,locality,region,postal_code,address,latitude,longitude,images,description,bedrooms,bathrooms,floor_size_sq_ft,uniq_id,scraped_at
https://www.homes.com/property/740-vista-lago-dr-n-palm-desert-ca-92211/id-100003463244/,"740 Vista Lago Dr N, Palm Desert, CA 92211","$383,789",Palm Desert,CA,92211,740 Vista Lago Dr N,33.762611,-116.355552,,"This Condominium is located at 740 Vista Lago Dr N, Palm Desert, Ca. The estimated value of this home is currently priced at 383,789, approximately $211.57 per square foot. This property was originally built in 1991. 740 Vista Lago Dr N is within the school district Desert Sands Unified School District with nearby schools including James E Carter Elementary School, Colonel Mitchell Paige Middle School, and Palm Desert High School.",2,3,"1,814",8bda8e9b-d4c6-5fd5-b26b-7faf969ff2ef,01/07/2022 18:13:44
https://www.homes.com/property/7721-cherokee-trl-yucca-valley-ca-92284/id-100002694181/,"7721 Cherokee Trl, Yucca Valley, CA 92284","$232,524",Yucca Valley,CA,92284,7721 Cherokee Trl,34.111664,-116.443698,,"This Single Family Residence is located at 7721 Cherokee Trl, Yucca Valley, Ca. The estimated value of this home is currently priced at 232,524, approximately $169.85 per square foot. This property was originally built in 1962. 7721 Cherokee Trl is within the school district Morongo Unified School District with nearby schools including Yucca Valley Elementary School, Yucca Valley Elementary School, and Yucca Valley High School.",2,1,"1,369",43e7c999-cd06-54f4-bb55-c20af67feeea,01/07/2022 18:13:44
https://www.homes.com/property/197-e-45th-st-san-bernardino-ca-92404/id-100002426954/,"197 E 45th St, San Bernardino, CA 92404","$259,608",San Bernardino,CA,92404,197 E 45th St,34.169325,-117.282982,,"This Single Family Residence is located at 197 E 45Th St, San Bernardino, Ca. The estimated value of this home is currently priced at 259,608, approximately $324.51 per square foot. This property was originally built in 1952. 197 E 45Th St is within the school district San Bernardino City Unified School District with nearby schools including Arrowhead Elementary School, Golden Valley Middle School, and San Bernardino High School.",2,1,800,befe8015-2e0c-53dd-8921-aceb3ac7bb52,01/07/2022 18:13:45
https://www.homes.com/property/16-rue-fontaine-foothill-ranch-ca-92610/id-100001682928/,"16 Rue Fontaine, Foothill Ranch, CA 92610","$779,775",Foothill Ranch,CA,92610,16 Rue Fontaine,33.684802,-117.675396,,"This Condominium is located at 16 Rue Fontaine, Foothill Ranch, Ca. The estimated value of this home is currently priced at 779,775, approximately $554.21 per square foot. 16 Rue Fontaine is within the school district Saddleback School District with nearby schools including Foothill Ranch Elementary School, Foothill Ranch Elementary School, and Trabuco Hills High School.",3,3,"1,407",b2eee0c3-b8fa-57ea-bc50-924e422c1eaf,01/07/2022 18:13:45
https://www.homes.com/property/4145-lincoln-way-san-francisco-ca-94122/id-100000066756/,"4145 Lincoln Way, San Francisco, CA 94122","$1,376,090",San Francisco,CA,94122,4145 Lincoln Way,37.764059,-122.502679,,"This Single Family Residence is located at 4145 Lincoln Way, San Francisco, Ca. The estimated value of this home is currently priced at 1,376,090. This property was originally built in 1948. 4145 Lincoln Way is within the school district San Francisco Unified School District with nearby schools including Francis Scott Key Elementary School, A. P. Giannini Middle School, and George Washington High School.",3,1,,d462a5d8-5938-5da7-9318-ca3bb581f087,01/07/2022 18:13:45
https://www.homes.com/property/4065-porte-ln-165-san-diego-ca-92122/id-100001993261/,"4065 Porte Ln 165, San Diego, CA 92122","$632,800",San Diego,CA,92122,4065 Porte Ln 165,32.855707,-117.229043,,"This Condominium is located at 4065 Porte Ln 165, San Diego, Ca. The estimated value of this home is currently priced at 632,800, approximately $785.11 per square foot. 4065 Porte Ln 165 is within the school district San Diego Unified School District with nearby schools including Doyle Elementary School, Standley Middle School, and University City High School.",2,1,806,aba8d96e-aa95-5907-9b8d-20e17546cb18,01/07/2022 18:13:45
https://www.homes.com/property/222-napoli-dr-brea-ca-92821/id-100001353681/,"222 Napoli Dr, Brea, CA 92821","$829,170",Brea,CA,92821,222 Napoli Dr,33.923462,-117.898916,,"This Single Family Residence is located at 222 Napoli Dr, Brea, Ca. The estimated value of this home is currently priced at 829,170, approximately $378.79 per square foot. This property was originally built in 1964. 222 Napoli Dr is within the school district Brea-Olinda Unified School District with nearby schools including Arovista Elementary School, Brea Junior High School, and Brea-Olinda High School.",4,2,"2,189",54fdaee1-5713-58b9-85c6-2f3f080d3061,01/07/2022 18:13:45
https://www.homes.com/property/1884-playa-riviera-dr-cardiff-by-the-sea-ca-92007/id-100001850158/,"1884 Playa Riviera Dr, Cardiff By The Sea, CA 92007","$1,188,564",Cardiff By The Sea,CA,92007,1884 Playa Riviera Dr,33.023333,-117.272797,,"This Single Family Residence is located at 1884 Playa Riviera Dr, Cardiff By The Sea, Ca. The estimated value of this home is currently priced at 1,188,564, approximately $1,173.31 per square foot. 1884 Playa Riviera Dr is within the school district San Dieguito Union High School District with nearby schools including Cardiff Elementary School, Oak Crest Middle School, and La Costa Canyon High School.",3,2,"1,013",0e7d0ad9-3fd5-5485-b56b-de46895ec047,01/07/2022 18:13:45
https://www.homes.com/property/230-n-lyn-cir-palm-springs-ca-92262/id-100003385946/,"230 N Lyn Cir, Palm Springs, CA 92262","$877,559",Palm Springs,CA,92262,230 N Lyn Cir,33.824826,-116.516391,,"This Single Family Residence is located at 230 N Lyn Cir, Palm Springs, Ca. The estimated value of this home is currently priced at 877,559, approximately $439.22 per square foot. This property was originally built in 1958. 230 N Lyn Cir is within the school district Palm Springs Unified School District with nearby schools including Katherine Finchy Elementary School, Raymond Cree Middle School, and Palm Springs High School.",4,2,"1,998",c236c4b4-6b10-5ef8-b8dc-b385861e58f4,01/07/2022 18:13:45
https://www.homes.com/property/40704-corte-albara-murrieta-ca-92562/id-100003632469/,"40704 Corte Albara, Murrieta, CA 92562","$459,580",Murrieta,CA,92562,40704 Corte Albara,33.5795,-117.21152,,"This Single Family Residence is located at 40704 Corte Albara, Murrieta, Ca. The estimated value of this home is currently priced at 459,580, approximately $363.88 per square foot. This property was originally built in 1998. 40704 Corte Albara is within the school district Murrieta Valley Unified School District with nearby schools including E. Hale Curran School, Shivela Middle School, and Murrieta Mesa High School.",3,2,"1,263",16c09bc7-2b33-55b2-b692-f6a4688fe9a7,01/07/2022 18:13:45
https://www.homes.com/property/13579-san-luis-ave-chino-ca-91710/id-100005618441/,"13579 San Luis Ave, Chino, CA 91710","$752,976",Chino,CA,91710,13579 San Luis Ave,34.00663,-117.712438,,"This Single Family Residence is located at 13579 San Luis Ave, Chino, Ca. The estimated value of this home is currently priced at 752,976, approximately $343.20 per square foot. This property was originally built in 1975. 13579 San Luis Ave is within the school district Chino Valley Unified School District with nearby schools including Doris Dickson Elementary School, Doris Dickson Elementary School, and Don Antonio Lugo High School.",4,2,"2,194",5d265e78-c56f-5de4-8381-dbaf91dc0d69,01/07/2022 18:13:46
https://www.homes.com/property/448-graves-ave-san-luis-obispo-ca-93405/id-100000418579/,"448 Graves Ave, San Luis Obispo, CA 93405","$905,730",San Luis Obispo,CA,93405,448 Graves Ave,35.292812,-120.651555,,"This Single Family Residence is located at 448 Graves Ave, San Luis Obispo, Ca. The estimated value of this home is currently priced at 905,730, approximately $594.31 per square foot. This property was originally built in 1950. 448 Graves Ave is within the school district San Luis Coastal Unified School District with nearby schools including Bishop'S Peak Elementary School, Bishop'S Peak Elementary School, and San Luis Obispo High School.",4,2,"1,524",cc14cf61-a0eb-5f38-8545-d7f9a3026489,01/07/2022 18:13:46
https://www.homes.com/property/3317-clogston-way-modesto-ca-95354/id-100003910906/,"3317 Clogston Way, Modesto, CA 95354","$412,832",Modesto,CA,95354,3317 Clogston Way,37.639996,-120.932426,,"This Single Family Residence is located at 3317 Clogston Way, Modesto, Ca. The estimated value of this home is currently priced at 412,832, approximately $284.12 per square foot. This property was originally built in 1988. 3317 Clogston Way is within the school district Modesto City High School District with nearby schools including Bernard Hughes Elementary School, Bernard Hughes Elementary School, and Peter Johansen High School.",3,2,"1,453",e109fd9e-5ca3-5c4f-8d39-149ce12837d5,01/07/2022 18:13:46
https://www.homes.com/property/586-lakewood-cir-walnut-creek-ca-94598/id-100003766975/,"586 Lakewood Cir, Walnut Creek, CA 94598","$1,645,392",Walnut Creek,CA,94598,586 Lakewood Cir,37.903941,-122.042342,,"This Single Family Residence is located at 586 Lakewood Cir, Walnut Creek, Ca. The estimated value of this home is currently priced at 1,645,392, approximately $889.88 per square foot. This property was originally built in 1950. 586 Lakewood Cir is within the school district Acalanes Union High School District with nearby schools including Indian Valley Elementary School, Walnutcreek Intermediate School, and Las Lomas High School.",3,1,"1,849",67a4bdd2-4d41-5205-ba70-dd084f9a254a,01/07/2022 18:13:46
https://www.homes.com/property/1534-rebecca-ln-el-cajon-ca-92019/id-100002219161/,"1534 Rebecca Ln, El Cajon, CA 92019","$718,956",El Cajon,CA,92019,1534 Rebecca Ln,32.784177,-116.925054,,"This Single Family Residence is located at 1534 Rebecca Ln, El Cajon, Ca. The estimated value of this home is currently priced at 718,956, approximately $452.17 per square foot. 1534 Rebecca Ln is within the school district Grossmont Union High School District with nearby schools including Meridian Elementary School, Montgomery Middle School, and Valhalla High School.",3,2,"1,590",c861af0a-3f78-5853-b98b-6b3f3b7722f4,01/07/2022 18:13:46
https://www.homes.com/property/1211-king-ave-corcoran-ca-93212/id-100004605338/,"1211 King Ave, Corcoran, CA 93212","$209,645",Corcoran,CA,93212,1211 King Ave,36.096343,-119.558036,,"This Single Family Residence is located at 1211 King Ave, Corcoran, Ca. The estimated value of this home is currently priced at 209,645, approximately $194.84 per square foot. This property was originally built in 1925. 1211 King Ave is within the school district Corcoran Joint Unified School District with nearby schools including Bret Harte Elementary School, John Muir Middle School, and Corcoran High School.",3,1,"1,076",47fd37b3-fea7-5eb3-9208-968e71d4fa89,01/07/2022 18:13:47
https://www.homes.com/property/522-sycamore-pl-manteca-ca-95336/id-100000342581/,"522 Sycamore Pl, Manteca, CA 95336","$445,483",Manteca,CA,95336,522 Sycamore Pl,37.805066,-121.219026,,"This Single Family Residence is located at 522 Sycamore Pl, Manteca, Ca. The estimated value of this home is currently priced at 445,483, approximately $296.99 per square foot. This property was originally built in 1984. 522 Sycamore Pl is within the school district Manteca Unified School District with nearby schools including Golden West Elementary School, Golden West Elementary School, and Manteca High School.",3,2,"1,500",8a37522d-0a42-5c35-8625-e3add73bc2c9,01/07/2022 18:13:47
https://www.homes.com/property/8667-jackie-dr-san-diego-ca-92119/id-100002143403/,"8667 Jackie Dr, San Diego, CA 92119","$1,005,936",San Diego,CA,92119,8667 Jackie Dr,32.811695,-117.011392,,"This Single Family Residence is located at 8667 Jackie Dr, San Diego, Ca. The estimated value of this home is currently priced at 1,005,936, approximately $560.10 per square foot. 8667 Jackie Dr is within the school district San Diego Unified School District with nearby schools including Gage Elementary School, Pershing Middle School, and Henry High School.",4,2,"1,796",6032fc70-5217-5898-8994-b5f01f51b131,01/07/2022 18:13:47
https://www.homes.com/property/1785-shamrock-ave-santa-clara-ca-95051/id-100005130795/,"1785 Shamrock Ave, Santa Clara, CA 95051","$1,614,816",Santa Clara,CA,95051,1785 Shamrock Ave,37.355157,-121.973576,,"This Single Family Residence is located at 1785 Shamrock Ave, Santa Clara, Ca. The estimated value of this home is currently priced at 1,614,816, approximately $979.27 per square foot. This property was originally built in 1956. 1785 Shamrock Ave is within the school district Santa Clara Unified School District with nearby schools including Bowers Elementary School, Cabrillo Middle School, and Adrian Wilcox High School.",3,2,"1,649",e428780f-0fc5-5fee-a624-5e2a2d17cebb,01/07/2022 18:13:47
https://www.homes.com/property/717-wood-st-taft-ca-93268/id-100004353192/,"717 Wood St, Taft, CA 93268","$142,128",Taft,CA,93268,717 Wood St,35.13295,-119.455363,,"This Single Family Residence is located at 717 Wood St, Taft, Ca. The estimated value of this home is currently priced at 142,128, approximately $159.87 per square foot. This property was originally built in 1930. 717 Wood St is within the school district Taft Union High School District with nearby schools including Conley Elementary School, Lincoln Junior High School, and Taft Union High School.",2,1,889,c1ef2fb2-2ff7-5a1e-940b-d6d843fceebc,01/07/2022 18:13:48
https://www.homes.com/property/8205-sheffield-ln-bakersfield-ca-93311/id-100004496839/,"8205 Sheffield Ln, Bakersfield, CA 93311","$447,925",Bakersfield,CA,93311,8205 Sheffield Ln,35.344057,-119.09439,,"This Single Family Residence is located at 8205 Sheffield Ln, Bakersfield, Ca. The estimated value of this home is currently priced at 447,925, approximately $232.33 per square foot. This property was originally built in 1989. 8205 Sheffield Ln is within the school district Kern High School District with nearby schools including Stockdale Elementary School, Actis Junior High School, and Bakersfield High School.",3,2,"1,928",aeb4d5d2-55fd-51f8-8649-babc29ade034,01/07/2022 18:13:48
https://www.homes.com/property/30-mcneill-ave-encinitas-ca-92024/id-100004712457/,"30 McNeill Ave, Encinitas, CA 92024",Ask for Price,Encinitas,CA,92024,30 McNeill Ave,33.044413,-117.291647,,"This Duplex is located at 30 McNeill Ave, Encinitas, Ca. 30 McNeill Ave is within the school district San Dieguito Union High School District with nearby schools including Paul Ecke-Central Elementary School, Oak Crest Middle School, and La Costa Canyon High School.",3,3,"1,564",198268b2-113e-57cc-a1d4-9a9674f0face,01/07/2022 18:13:48
https://www.homes.com/property/11289-provencal-pl-san-diego-ca-92128/id-100004816116/,"11289 Provencal Pl, San Diego, CA 92128","$638,789",San Diego,CA,92128,11289 Provencal Pl,32.966693,-117.086298,,"This Condominium is located at 11289 Provencal Pl, San Diego, Ca. The estimated value of this home is currently priced at 638,789, approximately $598.12 per square foot. 11289 Provencal Pl is within the school district Poway Unified School District with nearby schools including Shoal Creek Elementary School, Meadowbrook Middle School, and Rancho Bernardo High School.",2,2,"1,068",78a2aaa4-75ed-5553-b0ea-4151b0da9586,01/07/2022 18:13:48
https://www.homes.com/property/5403-saddleback-ct-el-sobrante-ca-94803/id-100003878976/,"5403 Saddleback Ct, El Sobrante, CA 94803","$1,142,848",El Sobrante,CA,94803,5403 Saddleback Ct,37.96105,-122.246677,,"This Single Family Residence is located at 5403 Saddleback Ct, El Sobrante, Ca. The estimated value of this home is currently priced at 1,142,848, approximately $364.31 per square foot. This property was originally built in 1990. 5403 Saddleback Ct is within the school district West Contra Costa Unified School District with nearby schools including Olinda Elementary School, Olinda Elementary School, and De Anza High School.",4,3,"3,137",816694b3-c201-519d-ab52-dd72ced4dec2,01/07/2022 18:13:48
https://www.homes.com/property/9854-new-hope-rd-galt-ca-95632/id-100001977051/,"9854 New Hope Rd, Galt, CA 95632","$788,440",Galt,CA,95632,9854 New Hope Rd,38.245792,-121.329722,,"This Single Family Residence is located at 9854 New Hope Rd, Galt, Ca and was last sold on 03/28/2012 for 295,000.00. The estimated value of this home is currently priced at 788,440, approximately $362.00 per square foot. This property was originally built in 2015. 9854 New Hope Rd is within the school district Galt Joint Union High School District with nearby schools including Valley Oaks Elementary School, Valley Oaks Elementary School, and Galt High School.",4,2,"2,178",d65b718e-fbb2-58ad-87c3-9347e048b468,01/07/2022 18:13:48
https://www.homes.com/property/2803-johnson-ave-san-luis-obispo-ca-93401/id-100003243498/,"2803 Johnson Ave, San Luis Obispo, CA 93401","$556,325",San Luis Obispo,CA,93401,2803 Johnson Ave,35.269295,-120.641975,,"This Single Family Residence is located at 2803 Johnson Ave, San Luis Obispo, Ca. The estimated value of this home is currently priced at 556,325, approximately $502.55 per square foot. This property was originally built in 1947. 2803 Johnson Ave is within the school district San Luis Coastal Unified School District with nearby schools including Sinsheimer Elementary School, Sinsheimer Elementary School, and San Luis Obispo High School.",2,1,"1,107",623d6a38-8d59-5020-a47f-8f9bba53d639,01/07/2022 18:13:49
https://www.homes.com/property/9322-twin-trails-dr-106-san-diego-ca-92129/id-100004825341/,"9322 Twin Trails Dr 106, San Diego, CA 92129","$505,540",San Diego,CA,92129,9322 Twin Trails Dr 106,32.95538,-117.127628,,"This Condominium is located at 9322 Twin Trails Dr 106, San Diego, Ca. The estimated value of this home is currently priced at 505,540, approximately $545.35 per square foot. 9322 Twin Trails Dr 106 is within the school district Poway Unified School District with nearby schools including Sundance Elementary School, Mesa Verde Middle School, and Westview High School.",2,2,927,7f7e4523-7cc2-55a6-8714-61c6eb4e6778,01/07/2022 18:13:49
https://www.homes.com/property/1529-hoover-ave-national-city-ca-91950/id-100002274848/,"1529 Hoover Ave, National City, CA 91950","$481,393",National City,CA,91950,1529 Hoover Ave,32.668743,-117.106116,,"This Single Family Residence is located at 1529 Hoover Ave, National City, Ca. The estimated value of this home is currently priced at 481,393, approximately $407.96 per square foot. 1529 Hoover Ave is within the school district Sweetwater Union High School District with nearby schools including Kimball School, National City Middle School, and Sweetwater High School.",2,1,"1,180",66e2522d-52ac-50bf-b738-ec2c75e5d670,01/07/2022 18:13:49
